chargeback_id,chargeback_reason,chargeback_status,chargeback_amount,issuer_response,acquirer_response
646879122624b2217adfed3a0c2dc91a,erro_de_processamento,aberto,163.65,tempo_excedido,aceito
322605f2be4d493376dd7fdf8efc47f6,erro_de_processamento,aberto,166.43,tempo_excedido,aceito
62bffd187fdcb56c61d7980953e3ceb7,erro_de_processamento,aberto,169.73,tempo_excedido,aceito
5f126df05a309c7dfe7ab136cb03ae08,erro_de_processamento,aberto,170.00,tempo_excedido,aceito
243e95f7ef35f86a258727975245bd4d,cobranca_duplicada,aberto,173.89,tempo_excedido,aceito
28af73d7412f63a3e911be60bf966d70,cobranca_duplicada,aberto,174.36,tempo_excedido,aceito
f3d641d9bf49ba992b999d270bef052b,defeito,aberto,175.13,tempo_excedido,aceito
375460b07c62449c2237d05ff2282139,erro_de_processamento,aberto,177.49,tempo_excedido,aceito
2bdb4d9144e83d80bd260aedc3932c2b,cobranca_duplicada,aberto,18.62,tempo_excedido,aceito
3413eb8515318f34dd2984e1b4b301fd,erro_de_processamento,aberto,180.82,tempo_excedido,aceito
04ffb64e3f80d17e95e1934561c8f64a,cobranca_duplicada,aberto,188.34,tempo_excedido,aceito
2c2ad0e6636d842e7f1eead45cdc6065,cobranca_duplicada,aberto,192.16,tempo_excedido,aceito
6a9c9e93c5bcd0e6b308ce42094a569f,erro_de_processamento,aberto,194.45,tempo_excedido,aceito
ed9a73914b6e0fca8d1b8939f2c41879,defeito,aberto,194.91,tempo_excedido,aceito
25d0b5f3b18171a316c74039473013aa,cobranca_duplicada,aberto,196.01,tempo_excedido,aceito
330534a2e7ad98d0c76ee20bfa001c50,voucher_indisponivel,aberto,20.00,tempo_excedido,aceito
7b068ded011750b422766fb0dbf020bb,voucher_indisponivel,aberto,207.20,tempo_excedido,aceito
21139f7690512f960e095144356dbaa1,cobranca_duplicada,aberto,216.18,tempo_excedido,aceito
29d0a6fb5e4342bc5bd0cd7ac3bb98f3,cobranca_duplicada,aberto,219.75,tempo_excedido,aceito
62527ffb0a777fcc82e4796cb9cc3583,erro_de_processamento,aberto,22.39,tempo_excedido,aceito
21b040554a153e4deafd3f3faf6e9b60,cobranca_duplicada,aberto,221.47,tempo_excedido,aceito
634e8f4c0f6744a626f77f39770ac6aa,voucher_indisponivel,aberto,227.20,tempo_excedido,aceito
27f3ee911b46e671b6393093afebc222,cobranca_duplicada,aberto,24.42,tempo_excedido,aceito
2c52a5a630ca9e849ec5fad8932bab44,cobranca_duplicada,aberto,244.00,tempo_excedido,aceito
29baa2288a6c833c165b32b46e4ffcce,cobranca_duplicada,aberto,245.89,tempo_excedido,aceito
f3c95cc4d7074e5b709ac1a9c10dea1c,defeito,aberto,25.46,tempo_excedido,aceito
279eab1ce88064419806859e4575a10e,cobranca_duplicada,aberto,27.50,tempo_excedido,aceito
24c6142a989e2c7774a57791c8cd449d,cobranca_duplicada,aberto,270.66,tempo_excedido,aceito
241c2b89490a7f6f12808716cd51c45c,cobranca_duplicada,aberto,288.33,tempo_excedido,aceito
26e91b596719ec194aaac895f6d2554b,cobranca_duplicada,aberto,291.37,tempo_excedido,aceito
6064862631581009b8eb676bc264d91f,voucher_indisponivel,aberto,3.33,tempo_excedido,aceito
06afc1144eb9f51ef2aa90ec9223c7f4,cobranca_duplicada,aberto,307.22,tempo_excedido,aceito
66e4a36ff490014773971a6ee0b6a0e4,erro_de_processamento,aberto,310.90,tempo_excedido,aceito
5d897972f7c8ca3878faa6d297a0173e,erro_de_processamento,aberto,314.64,tempo_excedido,aceito
21d010a46099888da9e0d57e48d5a0f2,cobranca_duplicada,aberto,32.38,tempo_excedido,aceito
263f5778d1130e9c186958780172a107,voucher_indisponivel,aberto,32.59,tempo_excedido,aceito
93d8685fec4218f06bf202723dc1da52,mercadoria_nao_recebida,aberto,327.30,tempo_excedido,aceito
275a683f9d935da3b306ef3b0260f965,cobranca_duplicada,aberto,33.92,tempo_excedido,aceito
028e069ddb78a5a7179f1e6734e226c6,cobranca_duplicada,aberto,36.09,tempo_excedido,aceito
22ce839b4cf363dd05a5cde6a91e53de,cobranca_duplicada,aberto,36.96,tempo_excedido,aceito
2438d5b697d42d6c29d6cd8c6a7eef4f,cobranca_duplicada,aberto,37.09,tempo_excedido,aceito
6508f1528c3648c8a9f751e811520269,voucher_indisponivel,aberto,37.29,tempo_excedido,aceito
66cd3a1c2edd13d9da86b50aca9e3d32,erro_de_processamento,aberto,37.93,tempo_excedido,aceito
32f0e397d36f01e44c8c257ceaecf508,erro_de_processamento,aberto,38.68,tempo_excedido,aceito
29adb190ea6b3fbffaeca57ecb48623d,cobranca_duplicada,aberto,41.28,tempo_excedido,aceito
290095474d5b5550b5c86ef43e11d021,cobranca_duplicada,aberto,41.81,tempo_excedido,aceito
2c36e21ba9c9ffb56e431113b7af7073,cobranca_duplicada,aberto,42.85,tempo_excedido,aceito
5e5bd74a101cada2c740d753d8257c53,erro_de_processamento,aberto,43.09,tempo_excedido,aceito
2cb1dbf399fd85ab146055c539b09ccf,cobranca_duplicada,aberto,43.29,tempo_excedido,aceito
286a461fcd1b94e24227817fa93f8a57,cobranca_duplicada,aberto,45.22,tempo_excedido,aceito
24c30ddeb5a4b85a61bbb58b9e3d66c9,cobranca_duplicada,aberto,50.45,tempo_excedido,aceito
2ae4550cd93c502fcca8f1b07c6d1641,cobranca_duplicada,aberto,521.48,tempo_excedido,aceito
5d32f74219b2e35ba14aba07eb94c981,erro_de_processamento,aberto,53.01,tempo_excedido,aceito
69b018bee00243bd10c2f8634e068f78,erro_de_processamento,aberto,53.13,tempo_excedido,aceito
dceb62e8fa94b46006c9554fed743df0,mercadoria_nao_recebida,aberto,53.90,tempo_excedido,aceito
21d33068d3dfe0561f1b60cc9be732e8,cobranca_duplicada,aberto,569.16,tempo_excedido,aceito
f3f907158aca4357b0f245b5aeb00a9a,defeito,aberto,57.68,tempo_excedido,aceito
6477737031e3b8c8578883bfa897c524,erro_de_processamento,aberto,59.93,tempo_excedido,aceito
29c3b79aace1b72a82b1232bf494e16f,cobranca_duplicada,aberto,600.43,tempo_excedido,aceito
5d05ba02d8d5d85144c3c1d7ea3f0aa5,erro_de_processamento,aberto,61.58,tempo_excedido,aceito
05ce7829fca9c640cd884ba446956158,cobranca_duplicada,aberto,622.64,tempo_excedido,aceito
f39bb68c8abbb3419ca5cb047c27d3bb,defeito,aberto,64.01,tempo_excedido,aceito
6bb9879bb3cae417e534baf8c84cf26e,erro_de_processamento,aberto,66.64,tempo_excedido,aceito
39e391683a61f377780a8505120a0718,erro_de_processamento,aberto,66.68,tempo_excedido,aceito
5f95f5f78f509a3af5a6c83d81c1117f,erro_de_processamento,aberto,67.92,tempo_excedido,aceito
05b45bd050b8c16805abca656246149b,cobranca_duplicada,aberto,68.42,tempo_excedido,aceito
667a6d329a62f026cfb2e41a6510a858,erro_de_processamento,aberto,71.63,tempo_excedido,aceito
5e114d8e3840661abc3d9c4820f427b3,erro_de_processamento,aberto,72.67,tempo_excedido,aceito
3a37c2a63fa3597713318ab40e3495de,erro_de_processamento,aberto,72.68,tempo_excedido,aceito
28fb1108b547c1720dbd25614e1343c4,cobranca_duplicada,aberto,74.36,tempo_excedido,aceito
5d146abaaa0996f8cabcb5a3fa96bad7,erro_de_processamento,aberto,75.07,tempo_excedido,aceito
234c056c50619f48da64f731c48242b4,cobranca_duplicada,aberto,75.71,tempo_excedido,aceito
6b20cc3647e96150f914350d12208e9d,erro_de_processamento,aberto,76.17,tempo_excedido,aceito
286f1870198ca5f7249774729bb46a45,cobranca_duplicada,aberto,76.76,tempo_excedido,aceito
29f6c8fd6605fb62cceeb59ce698bf75,cobranca_duplicada,aberto,77.25,tempo_excedido,aceito
2739713764165279791b394484947e2d,cobranca_duplicada,aberto,81.11,tempo_excedido,aceito
e3ca9704b9f6ef0eb0c40f669da0d873,mercadoria_nao_recebida,aberto,85.99,tempo_excedido,aceito
5df5b6ce88b311095393f226e4366bcf,erro_de_processamento,aberto,87.51,tempo_excedido,aceito
f42bfe430d08b71e6057873397dcc741,defeito,aberto,878.28,tempo_excedido,aceito
6042aab766ef2c352f7b2aae4e1f9290,erro_de_processamento,aberto,89.27,tempo_excedido,aceito
040b98b117606d34ba51c4d274a15e2d,cobranca_duplicada,aberto,913.70,tempo_excedido,aceito
278373e52db807377698eb36337a8246,cobranca_duplicada,aberto,92.11,tempo_excedido,aceito
f4292190db56513f0a25ed9fa7fd2f10,voucher_indisponivel,aberto,92.58,tempo_excedido,aceito
3359d2d84d5a8f9b5f53c65f926c5ec1,erro_de_processamento,aberto,96.22,tempo_excedido,aceito
65292b5890e7f0ef333b4a4904db838d,erro_de_processamento,aberto,97.87,tempo_excedido,aceito
ffed7e90414c1477a6b92554661d465f,defeito,ganho,166.71,recusado,avaliacao_manual
ff1037c14208a18e7482c6c7a988799f,defeito,ganho,30.41,recusado,avaliacao_manual
fd4109dbc7f1afb126fbcac13ec4f5b8,defeito,ganho,332.28,recusado,avaliacao_manual
fd4c1cc6d742f00dee7633f6a72cbe60,defeito,ganho,355.06,recusado,avaliacao_manual
fcbe5b8ab9e476b1f5fc6862539d7a22,defeito,ganho,37.22,recusado,avaliacao_manual
fcc69f39fe215a8ad61a1d1b1868d88d,defeito,ganho,415.51,recusado,avaliacao_manual
fe5cf33c8006e3a98776622acb39c9fe,defeito,ganho,50.61,recusado,avaliacao_manual
fea523ebb7e205d346f445544e0a18fd,defeito,ganho,69.69,recusado,avaliacao_manual
fd9fd21af695ddc1b8200a18954f7b73,defeito,ganho,94.39,recusado,avaliacao_manual
b293f468141dc24b16033560c8d008a6,mercadoria_nao_recebida,sob_analise,1.54,revisando,avaliacao_manual
fc62afb57b86ee5363aee2b7c04421c0,defeito,sob_analise,10.07,revisando,avaliacao_manual
06bb67936cfa5ac3f449e4f6733de4b1,voucher_indisponivel,sob_analise,10.12,revisando,avaliacao_manual
d40dbedba7f8e8c83567c4096c8ab8c1,mercadoria_nao_recebida,sob_analise,10.20,revisando,avaliacao_manual
ac14a1a3d8c2b071a150eb2990b5ecd8,mercadoria_nao_recebida,sob_analise,10.93,revisando,avaliacao_manual
3cd02e6bd648bb14fb1f20e140ee4e15,erro_de_processamento,sob_analise,100.00,revisando,avaliacao_manual
9706023383737a509d67fdd3eaf88e54,mercadoria_nao_recebida,sob_analise,100.00,revisando,avaliacao_manual
b5628337dad9ae1f38266f0e22fdae4a,mercadoria_nao_recebida,sob_analise,100.00,revisando,avaliacao_manual
70b9629a764d2247cf5995014b7204d2,voucher_indisponivel,sob_analise,100.00,revisando,avaliacao_manual
84f2d0f9ef0b49e2c35dd082c3258600,mercadoria_nao_recebida,sob_analise,100.25,revisando,avaliacao_manual
3a1b7d917cc04f710c5afdd8fbbabe85,erro_de_processamento,sob_analise,100.82,revisando,avaliacao_manual
d4c17074d3c22044f71a0faa32f99564,mercadoria_nao_recebida,sob_analise,101.61,revisando,avaliacao_manual
d6a55340021ebcaf3b321d5a34c6c31e,mercadoria_nao_recebida,sob_analise,101.70,revisando,avaliacao_manual
105b31400017ca4a848d48ec5df78257,cobranca_duplicada,sob_analise,1014.61,revisando,avaliacao_manual
179011db06442b083d30248ffd5a4861,cobranca_duplicada,sob_analise,102.03,revisando,avaliacao_manual
264c045399fb02e9f309f715c2e5f3d5,cobranca_duplicada,sob_analise,102.12,revisando,avaliacao_manual
c0d9cb07f94365a3f747472d6121a158,mercadoria_nao_recebida,sob_analise,102.30,revisando,avaliacao_manual
8a30e60c68df3fd5ca4cd1070083c3f8,mercadoria_nao_recebida,sob_analise,102.64,revisando,avaliacao_manual
bcc4d7b9422f45610ec4008b5012e842,mercadoria_nao_recebida,sob_analise,102.64,revisando,avaliacao_manual
cf95215a722f3ebf29e6bbab87a29e61,mercadoria_nao_recebida,sob_analise,102.66,revisando,avaliacao_manual
dac5a3700ef52670797c5f68b64baa8f,mercadoria_nao_recebida,sob_analise,102.70,revisando,avaliacao_manual
43331248a781e8394ddf4779ca2e664f,fraude,sob_analise,102.96,revisando,avaliacao_manual
7bb355355c075d74665d97db859cfb45,fraude,sob_analise,102.96,revisando,avaliacao_manual
d8681bf9afb5bfde505998488d3c61fd,mercadoria_nao_recebida,sob_analise,103.29,revisando,avaliacao_manual
f40ef9a47f9670b54b9e350f354795a2,defeito,sob_analise,103.37,revisando,avaliacao_manual
d028e9aed5cc947eca3f3ad6e3815d17,mercadoria_nao_recebida,sob_analise,103.39,revisando,avaliacao_manual
4be113099bb298f6c81d468e7232cd0f,fraude,sob_analise,103.60,revisando,avaliacao_manual
92561e6b23660ccced04c88ee24f6df6,mercadoria_nao_recebida,sob_analise,103.65,revisando,avaliacao_manual
477d8df8acc3c2b3f1fbb4e41c4f7f32,fraude,sob_analise,103.87,revisando,avaliacao_manual
51ceba3ba51d4b4543e7f78e181e0ba9,fraude,sob_analise,104.30,revisando,avaliacao_manual
2721cdbb603d7ab34553d2e44a6f9ae0,cobranca_duplicada,sob_analise,104.37,revisando,avaliacao_manual
a8ff452116db2ff4a2963f490afe5471,mercadoria_nao_recebida,sob_analise,104.37,revisando,avaliacao_manual
6ad40910813e5836d9698b103b222e65,erro_de_processamento,sob_analise,104.54,revisando,avaliacao_manual
4ea7463c339b2551706077cbc666c60a,erro_de_processamento,sob_analise,104.85,revisando,avaliacao_manual
82ba09cde004c6bcefd36545670ac5de,mercadoria_nao_recebida,sob_analise,105.30,revisando,avaliacao_manual
496e132afac00fbb1272944c4c0c1d49,erro_de_processamento,sob_analise,105.38,revisando,avaliacao_manual
28ff83e347df50fdf591a862456aad03,cobranca_duplicada,sob_analise,106.01,revisando,avaliacao_manual
f3e5c962f3e54c9eb2148bcdfebef26c,defeito,sob_analise,106.16,revisando,avaliacao_manual
6d8102dfb9acad707f6e15b413270621,voucher_indisponivel,sob_analise,106.16,revisando,avaliacao_manual
ad27fd2d88f7a006c5629cab52082a8d,mercadoria_nao_recebida,sob_analise,106.19,revisando,avaliacao_manual
556a840ca8df33d08ff39fed4a28792b,erro_de_processamento,sob_analise,106.52,revisando,avaliacao_manual
c3d70740928cd09c703cb7cc29537cb6,mercadoria_nao_recebida,sob_analise,106.76,revisando,avaliacao_manual
2b24fab07cfb3ca5b34f71a8b9934fde,cobranca_duplicada,sob_analise,106.78,revisando,avaliacao_manual
26b47634ae036af085a067dddf95bd77,cobranca_duplicada,sob_analise,106.90,revisando,avaliacao_manual
0492eead55cd90ba9690387cca2baa20,cobranca_duplicada,sob_analise,106.95,revisando,avaliacao_manual
12064b26c801bd0f7b82c2fb033e382e,cobranca_duplicada,sob_analise,107.24,revisando,avaliacao_manual
c578990a35c5b8748fcd389179d04326,mercadoria_nao_recebida,sob_analise,107.49,revisando,avaliacao_manual
71145a0b672202052255b5463b5ae691,fraude,sob_analise,107.51,revisando,avaliacao_manual
72d57326ad4cc10d180de3fd4cf1afc9,fraude,sob_analise,107.75,revisando,avaliacao_manual
ab12a70fb1db89901f89c16464249395,mercadoria_nao_recebida,sob_analise,107.78,revisando,avaliacao_manual
ac23bb5f547b54edd5f51fc7395f1b82,mercadoria_nao_recebida,sob_analise,107.78,revisando,avaliacao_manual
c679e1baef76a7cf123dc697fe11c7ad,mercadoria_nao_recebida,sob_analise,107.78,revisando,avaliacao_manual
5e4c365dd3cf7769a88981f408d069d3,erro_de_processamento,sob_analise,107.87,revisando,avaliacao_manual
b157fc555fff3a1fbb596921333cff16,mercadoria_nao_recebida,sob_analise,107.94,revisando,avaliacao_manual
00c9474e0334f7a4ffc8c3a8bd21a51e,cobranca_duplicada,sob_analise,1075.74,revisando,avaliacao_manual
3eeb4f7586da186783c7820e81bf90ac,erro_de_processamento,sob_analise,108.38,revisando,avaliacao_manual
bef85b22582f29dd832b5b75cedadf22,mercadoria_nao_recebida,sob_analise,108.41,revisando,avaliacao_manual
21c9e1884faf91f5fc65224d92b2ef83,cobranca_duplicada,sob_analise,108.44,revisando,avaliacao_manual
ffdd178654127ccf34a439e8704fecd9,defeito,sob_analise,108.61,revisando,avaliacao_manual
4ed7c2d75d3cc4d2c1c0d941388640d7,fraude,sob_analise,109.02,revisando,avaliacao_manual
d48a999f0dd3cb2fdaf985d4f116e1ec,mercadoria_nao_recebida,sob_analise,109.81,revisando,avaliacao_manual
1476819dd3e3d7fc87ee304b36af52bb,cobranca_duplicada,sob_analise,110.18,revisando,avaliacao_manual
265ce9ee4cd51d2ebe4933dd49490f64,cobranca_duplicada,sob_analise,110.18,revisando,avaliacao_manual
90a35d9f1707a645c3bd2dda9c3f2643,mercadoria_nao_recebida,sob_analise,110.36,revisando,avaliacao_manual
56f251ca89f74d06076966d5d49b9dc6,fraude,sob_analise,110.40,revisando,avaliacao_manual
2b73fdaa269a7411454b64fea202acfe,cobranca_duplicada,sob_analise,110.54,revisando,avaliacao_manual
6ba0e32fd89cab6e014baa58ddb82a6b,erro_de_processamento,sob_analise,110.74,revisando,avaliacao_manual
c40c8f44fadbd73ec33576de59af7037,mercadoria_nao_recebida,sob_analise,110.77,revisando,avaliacao_manual
440efc866515b274c87852a745f91726,erro_de_processamento,sob_analise,110.93,revisando,avaliacao_manual
0010dedd556712d7bb69a19cb7bbd37a,cobranca_duplicada,sob_analise,111.12,revisando,avaliacao_manual
5e863f29e65de81c292dea95ec7782f2,fraude,sob_analise,111.97,revisando,avaliacao_manual
016a6dbc80aea6e2d217d2bedbc7b59e,cobranca_duplicada,sob_analise,112.08,revisando,avaliacao_manual
e10c65499c59e57eea4d979ac5eb3d0f,mercadoria_nao_recebida,sob_analise,112.20,revisando,avaliacao_manual
3a9e44b449e2ec9986a329724bc824eb,fraude,sob_analise,112.43,revisando,avaliacao_manual
0e903df9d14796df715e2f6cc52e2c1d,cobranca_duplicada,sob_analise,112.67,revisando,avaliacao_manual
798738fb83403d78d10892ac46cf8065,fraude,sob_analise,112.80,revisando,avaliacao_manual
158263d44a3e5ae322126338c7776dea,cobranca_duplicada,sob_analise,112.82,revisando,avaliacao_manual
71081f5935795063b2da072531dcd1ae,fraude,sob_analise,112.87,revisando,avaliacao_manual
a7d6efcf25cbcbce23dbef446eb827d6,mercadoria_nao_recebida,sob_analise,113.44,revisando,avaliacao_manual
698642d4db0df8b8c4710af6bdff1acc,erro_de_processamento,sob_analise,114.18,revisando,avaliacao_manual
432d80d2aab5e167192912051828b7fc,erro_de_processamento,sob_analise,114.21,revisando,avaliacao_manual
3d4f72b7f014eaf7b6d68f504feef55c,fraude,sob_analise,114.42,revisando,avaliacao_manual
87f48ad03a575830fd30137520ef411b,mercadoria_nao_recebida,sob_analise,114.95,revisando,avaliacao_manual
9e79ad9861f8710c1dfb684f37f418ac,mercadoria_nao_recebida,sob_analise,115.15,revisando,avaliacao_manual
963ed653f00e0f3db85dc163baac579c,mercadoria_nao_recebida,sob_analise,115.25,revisando,avaliacao_manual
c171b5e40886fdb5a21408a037b5e737,mercadoria_nao_recebida,sob_analise,115.35,revisando,avaliacao_manual
ac7838d68577acf6e79c465b25ce9268,mercadoria_nao_recebida,sob_analise,115.44,revisando,avaliacao_manual
7810232f329f64a33e2238b22ea8231e,fraude,sob_analise,115.70,revisando,avaliacao_manual
e82be22636894dbc523a70c20fc35ad8,mercadoria_nao_recebida,sob_analise,115.84,revisando,avaliacao_manual
de87be44e83ebc323acd6d4caec3ca57,mercadoria_nao_recebida,sob_analise,116.23,revisando,avaliacao_manual
ffaed28dc2c916f896616e904036ffd0,defeito,sob_analise,116.36,revisando,avaliacao_manual
39597e816452d67775b185a4de2f583f,erro_de_processamento,sob_analise,116.36,revisando,avaliacao_manual
c60c1ff560443153d7f50771e5fe9b92,mercadoria_nao_recebida,sob_analise,116.46,revisando,avaliacao_manual
fa3c71ffffeeb5eb71a5cceba27226c8,fraude,sob_analise,116.61,revisando,avaliacao_manual
bc8f3e9818eb33025b36bc379eebc6e8,mercadoria_nao_recebida,sob_analise,116.94,revisando,avaliacao_manual
c42e30b51c34dbcb30e27a10e1ab33bd,mercadoria_nao_recebida,sob_analise,116.94,revisando,avaliacao_manual
d1cbdd8ef126f25f75c37e56508061ee,mercadoria_nao_recebida,sob_analise,116.94,revisando,avaliacao_manual
ace2f5e557f007a558a5ac18666e2a48,mercadoria_nao_recebida,sob_analise,117.15,revisando,avaliacao_manual
30a08f0074bc43c8284b61015a6c530d,erro_de_processamento,sob_analise,117.36,revisando,avaliacao_manual
9c78e72b5160190f45195d6ecf7875dc,mercadoria_nao_recebida,sob_analise,117.73,revisando,avaliacao_manual
758b2f6c959f5aec10c8beefbcda84b8,fraude,sob_analise,117.75,revisando,avaliacao_manual
b121103b92afc327fb33d0e75b368a72,mercadoria_nao_recebida,sob_analise,1172.45,revisando,avaliacao_manual
2fec4096e4bb7a55405ef23109cd7337,erro_de_processamento,sob_analise,118.07,revisando,avaliacao_manual
c942c43e79ea8433aaa067e3c8f0fb75,mercadoria_nao_recebida,sob_analise,118.57,revisando,avaliacao_manual
b2f01d619b5557f295317bca57f07471,mercadoria_nao_recebida,sob_analise,119.12,revisando,avaliacao_manual
de1c6db658e84e0ba847b2c1bc857bb5,mercadoria_nao_recebida,sob_analise,119.54,revisando,avaliacao_manual
658f2b1a0519115cc565db32cec425fe,erro_de_processamento,sob_analise,119.72,revisando,avaliacao_manual
cbe9eae36605cf2bd005c6bc1ae5f864,mercadoria_nao_recebida,sob_analise,119.81,revisando,avaliacao_manual
ceb0508b7d0cebf8cd0cf1052322da3c,mercadoria_nao_recebida,sob_analise,119.90,revisando,avaliacao_manual
41fecd3ee080963d54b99007e1393f97,fraude,sob_analise,120.09,revisando,avaliacao_manual
a3a7ac8f07fa7b6b6d24e489a43b479d,mercadoria_nao_recebida,sob_analise,120.14,revisando,avaliacao_manual
f5caea85860d3a763e906f2562415517,fraude,sob_analise,120.22,revisando,avaliacao_manual
0dd13170e2f12871b1e007e5fcf6e944,cobranca_duplicada,sob_analise,121.09,revisando,avaliacao_manual
b150b9b90a70a0313138f20db412321f,mercadoria_nao_recebida,sob_analise,121.60,revisando,avaliacao_manual
3bc7bafe08bb58c43522debcebcad17d,erro_de_processamento,sob_analise,121.70,revisando,avaliacao_manual
5c7932e52b3c1515dbad06328d81d6fa,erro_de_processamento,sob_analise,121.76,revisando,avaliacao_manual
40397c42ea8f390af9afe9cc02cb2fdd,erro_de_processamento,sob_analise,121.87,revisando,avaliacao_manual
1f4ef92fe96573c57bbdf0fd5c284459,cobranca_duplicada,sob_analise,121.90,revisando,avaliacao_manual
14eabcc7b2e278362bdfe6bdfcb822f9,cobranca_duplicada,sob_analise,122.06,revisando,avaliacao_manual
a6711e454e2bbe3bb021ec7fcfd3c6ac,mercadoria_nao_recebida,sob_analise,122.27,revisando,avaliacao_manual
e2eb5d52ac1fbe44b4651b9d52b075b6,mercadoria_nao_recebida,sob_analise,122.83,revisando,avaliacao_manual
d020f5569b2ed40da35996f2e433d0c7,mercadoria_nao_recebida,sob_analise,122.84,revisando,avaliacao_manual
05d61bb749461f4805dbda51f767fa47,cobranca_duplicada,sob_analise,1220.00,revisando,avaliacao_manual
b096dc568c99f644a9b4450068053521,mercadoria_nao_recebida,sob_analise,123.44,revisando,avaliacao_manual
4bf1d1a9c60312c2e96fb9dd209e69d3,fraude,sob_analise,123.60,revisando,avaliacao_manual
7aa2471c1e8d0cd89eec9459fde59414,fraude,sob_analise,123.71,revisando,avaliacao_manual
14a05c02d483800864e5c19a3a7f0ee2,cobranca_duplicada,sob_analise,124.22,revisando,avaliacao_manual
626364b566711c4fb17291425360b470,erro_de_processamento,sob_analise,124.48,revisando,avaliacao_manual
454fc309e2afec5ce697014d9193afbc,fraude,sob_analise,124.82,revisando,avaliacao_manual
d99ec4acbeb86fccf934f257ebd6baa3,mercadoria_nao_recebida,sob_analise,125.42,revisando,avaliacao_manual
ecb17a16374a8822430c8edb3358a407,mercadoria_nao_recebida,sob_analise,125.78,revisando,avaliacao_manual
650d7fd7f019e7381b5687b901db2340,erro_de_processamento,sob_analise,125.85,revisando,avaliacao_manual
0dfedf3d432d2cdca59a3ef16b313db6,cobranca_duplicada,sob_analise,125.94,revisando,avaliacao_manual
70bc63a4b15c36daba5d68676c6eb65d,fraude,sob_analise,126.01,revisando,avaliacao_manual
ab275e2c1b924e6f63d5edc630a56262,mercadoria_nao_recebida,sob_analise,126.42,revisando,avaliacao_manual
e6fd9f0475405c18cd73f21ec473814a,mercadoria_nao_recebida,sob_analise,126.45,revisando,avaliacao_manual
18987e54897a1baddde716aa4a01639c,cobranca_duplicada,sob_analise,126.69,revisando,avaliacao_manual
3398d0aab09ae1ec063d32622b15b1ba,fraude,sob_analise,127.04,revisando,avaliacao_manual
113e41a438f06ffae6d1857e01d60c45,cobranca_duplicada,sob_analise,127.12,revisando,avaliacao_manual
fe2c0c8f40ab6263806c513fe424fa44,defeito,sob_analise,127.38,revisando,avaliacao_manual
4c4dfbd9dceafac8eb2e502352559f18,erro_de_processamento,sob_analise,127.38,revisando,avaliacao_manual
54222af95be89a263082f3998e8bf8a0,fraude,sob_analise,127.53,revisando,avaliacao_manual
fb66173878dcc988e4e3e1151901b298,defeito,sob_analise,127.92,revisando,avaliacao_manual
7bab8fdc27c8cc367c51bb3c4f8bcc42,fraude,sob_analise,128.24,revisando,avaliacao_manual
063a0b076f63cb908176d8c1cc6ec049,cobranca_duplicada,sob_analise,128.88,revisando,avaliacao_manual
f0aa9abb1f803c96d41927c0fb3da588,defeito,sob_analise,128.91,revisando,avaliacao_manual
77b85146fc12a34dd81ef54524f247b2,fraude,sob_analise,1289.00,revisando,avaliacao_manual
fc14039d9862e0c47917cbb337d06b64,defeito,sob_analise,129.09,revisando,avaliacao_manual
62db7b956ff0a1fd095d1d2bce81b8f8,erro_de_processamento,sob_analise,129.09,revisando,avaliacao_manual
b027e9d1b5a30853af2663e94f2e8a00,mercadoria_nao_recebida,sob_analise,129.19,revisando,avaliacao_manual
af76a45a10524549102e010f2bd9d3cd,mercadoria_nao_recebida,sob_analise,129.27,revisando,avaliacao_manual
de859e22b1ba2980cdd352637fb1ab0a,mercadoria_nao_recebida,sob_analise,129.91,revisando,avaliacao_manual
9e3a542f51363bda001167b7f5bd8dbd,mercadoria_nao_recebida,sob_analise,13.14,revisando,avaliacao_manual
e444d35248c6b1c8b408719cf0cdae3d,mercadoria_nao_recebida,sob_analise,13.17,revisando,avaliacao_manual
c0c1739aaf78cfa636a69c10519b9876,mercadoria_nao_recebida,sob_analise,130.18,revisando,avaliacao_manual
a7547ae74369b19c925d4d0f11047e7c,mercadoria_nao_recebida,sob_analise,130.76,revisando,avaliacao_manual
652e317bb6d649095346bf24ba207c15,erro_de_processamento,sob_analise,131.61,revisando,avaliacao_manual
f1b3809a1da6d290236e12617e8be778,defeito,sob_analise,132.06,revisando,avaliacao_manual
6acf2b0f288195a72858fa65ff2c43c7,erro_de_processamento,sob_analise,132.48,revisando,avaliacao_manual
f029d5966aa03c87e17e2482f86202b1,defeito,sob_analise,132.57,revisando,avaliacao_manual
8e8fa3f7495c77b64b5be78ad49c4a8f,mercadoria_nao_recebida,sob_analise,132.59,revisando,avaliacao_manual
aaeb782b2c3417edea48a095560116d3,mercadoria_nao_recebida,sob_analise,133.02,revisando,avaliacao_manual
1f153a6d92d413d94c540554a49e47fb,cobranca_duplicada,sob_analise,133.22,revisando,avaliacao_manual
41a9892d27af50019d56c037a3256cab,erro_de_processamento,sob_analise,133.27,revisando,avaliacao_manual
c73f0fc8ad02cddf8637371612f5bac3,mercadoria_nao_recebida,sob_analise,133.34,revisando,avaliacao_manual
29e40d80fb76f5da9cf2a104f960790c,cobranca_duplicada,sob_analise,134.28,revisando,avaliacao_manual
0f28d51fdd4828907bdc58b57f672e84,cobranca_duplicada,sob_analise,134.58,revisando,avaliacao_manual
