chargeback_id,payment_sequential,chargeback_reason,chargeback_status,chargeback_opened_at,chargeback_closed_at,chargeback_amount,issuer_response,acquirer_response
ad1c343f53639ad550761c2653c191b0,1,fraude,sob_analise,42993,43029,192.03,aprovado,avaliacao_manual
34baf8fd958f556b5ac8a6bb9ed94c81,1,erro_de_processamento,aberto,42965,42999,75.25,recusado,aceito
8def5d8e86971efa694dc5192fb2258e,1,fraude,ganho,42884,42908,51.67,aprovado,disputando
5ed751a2307994faf9dec6fea755e58d,2,erro_de_processamento,perdido,43443,43461,181.55,aprovado,avaliacao_manual
a535ae3c7093b8d47702f0312d27c1c9,1,fraude,aberto,42860,42876,89.36,recusado,aceito
ae0913baa54f18027667d8049c36fde2,1,erro_de_processamento,perdido,42743,42784,173.40,aprovado,aceito
a37fcd79d371bcc1cfb7c63a00a3c770,2,fraude,ganho,43019,43056,58.16,revisando,aceito
b551d008e194e808841c76fe13ae2969,1,erro_de_processamento,aberto,43306,43347,70.14,aprovado,disputando
d40811dee75b8f1713674d3dd8e67d3d,1,fraude,ganho,43423,43448,45.00,revisando,avaliacao_manual
ef66a4451c6f9f04d3656be7e9034f1c,1,fraude,sob_analise,42924,42932,146.25,aprovado,aceito
61ec926d48941b3edbd4b5d4aaed5356,1,fraude,sob_analise,43004,43028,33.51,aprovado,disputando
560f8dd770a2b2c009a4fc935c507014,1,fraude,perdido,43273,43321,40.09,revisando,disputando
f49cd89d6dad6dd5759ecf15dfe4bb19,2,erro_de_processamento,aberto,43224,43254,47.00,aprovado,avaliacao_manual
8e774bad4375dc8b07125f934984f15d,2,erro_de_processamento,sob_analise,43276,43296,43.15,recusado,disputando
b8d5fe8c7958a04cf0e4977be468e370,1,fraude,sob_analise,43114,43132,117.05,revisando,disputando
2608e8f1fa4c7e37526b68e2fd2e6d10,1,fraude,sob_analise,42895,42899,85.62,recusado,avaliacao_manual
6ea34077e85038c0ecea08593783a1fd,2,fraude,sob_analise,43261,43309,179.22,aprovado,avaliacao_manual
3aa38f8fbcbf77b040c2e68ef4458108,1,fraude,aberto,43094,43130,32.63,revisando,disputando
fa2e9a883be0ffdb96cd579ee1c935fa,1,fraude,ganho,42911,42917,47.91,revisando,disputando
c5dc5eee680080a268100b420f8e960a,1,fraude,sob_analise,43327,43330,112.17,aprovado,aceito
1c961234d514101345679cb6028102fa,2,fraude,aberto,42903,42921,76.08,recusado,avaliacao_manual
959c17b26a28614c8e8bc4758dea8952,1,fraude,perdido,43076,43123,118.47,revisando,avaliacao_manual
924d7c4505c90dd9c3a4ab2c3c5daa15,2,erro_de_processamento,perdido,42772,42812,65.00,revisando,aceito
4fbf9aea9b77fadc915415ac3ffeef1d,1,fraude,sob_analise,43101,43119,96.22,aprovado,disputando
2bab21da7cb38da9002fcb361c7c046f,2,fraude,aberto,43052,43108,47.26,revisando,disputando
f8edef1bb71dfdec2bc42a061eea6275,2,fraude,ganho,42870,42893,26.36,aprovado,disputando
1d4fff6b3a70a427fcd88a848c3b6050,1,fraude,aberto,42736,42771,153.09,aprovado,disputando
48ad3f692af89318f508cd0b50f68b41,2,fraude,aberto,42920,42926,77.98,aprovado,aceito
277f0bb8cf28ee39feee7825b5578c34,1,fraude,ganho,42948,43002,146.12,aprovado,avaliacao_manual
d80799e45b1938827bfd57d8ee9b3c50,2,fraude,aberto,43262,43288,63.18,recusado,avaliacao_manual
e35fda43bb9963155d19ccc348e92845,1,fraude,aberto,43316,43337,194.24,recusado,disputando
cc2d9c1811f602978ee856e76bff969a,1,fraude,aberto,43081,43105,72.00,aprovado,aceito
7d39421ea5f060563a2e6682058e676f,2,fraude,aberto,43201,43216,154.73,aprovado,disputando
b7a3ee4c9793186db0906974936a0cab,1,fraude,aberto,42816,42843,109.65,aprovado,disputando
1c7c193f372924a8ac49d0c9b7ea1cc5,1,fraude,perdido,43354,43386,81.16,revisando,aceito
1cf843db5be8c3ec934d6bc2b58e5061,2,fraude,aberto,43363,43375,157.45,revisando,aceito
53035288acc866ee15423b4293722b46,1,fraude,aberto,42983,42988,375.74,aprovado,avaliacao_manual
6e0cccf352909a9f784049b8e9005e82,1,fraude,aberto,43082,43089,209.65,revisando,avaliacao_manual
f081055ae08592af281a00c00547b689,2,fraude,perdido,42893,42915,109.08,aprovado,disputando
ad44597ced31488d80422a8f55428c6c,2,fraude,ganho,43197,43224,38.71,recusado,disputando
b052e6909e7bb217c24f5ac9225176bd,1,fraude,sob_analise,43448,43463,32.04,revisando,avaliacao_manual
87a3056e3a34f6089763de4cbe685aca,1,fraude,perdido,42849,42888,482.38,aprovado,aceito
0ebe4171b26283e6f9f3679033d3645e,2,fraude,sob_analise,43193,43238,86.58,recusado,disputando
08c182b2e7095965cdf8fb5be1cd5b3f,2,erro_de_processamento,sob_analise,43347,43404,65.13,aprovado,disputando
9ffcc2769ec031186dfb75d39b5f4125,1,fraude,aberto,43435,43470,124.21,aprovado,aceito
1d8841983fcfb57aa949d484e7009912,2,fraude,sob_analise,43438,43464,162.65,recusado,disputando
727faa6b0b07d753b487413d43e0b770,1,fraude,sob_analise,43411,43434,95.57,revisando,aceito
d79c75050fb130c942055bff27c1be5a,1,fraude,ganho,42851,42864,96.34,aprovado,avaliacao_manual
eea61355af8b855cb3b052efc66b588c,1,fraude,aberto,43284,43310,124.07,revisando,avaliacao_manual
852feac7b3370fb864da154ab60e785c,1,fraude,ganho,43257,43260,123.74,revisando,avaliacao_manual
e3e54348392f8105ec69356675788604,1,fraude,aberto,43402,43431,171.00,aprovado,avaliacao_manual
ffe49171e120186dcc4c444b55691810,2,fraude,aberto,43446,43448,76.85,aprovado,avaliacao_manual
4aeb09d2415c840cd427f9b0e5dabfb6,2,erro_de_processamento,sob_analise,42875,42903,236.29,recusado,disputando
4bcc4496263c85f3a25598290559c9d9,2,fraude,perdido,42989,43012,193.72,recusado,avaliacao_manual
c75939f71cf719e8454386d669f0a53f,2,fraude,sob_analise,42958,42994,123.27,aprovado,disputando
5d0b303a697b0b722ed82edf076fa3ef,1,fraude,ganho,43274,43323,72.46,revisando,disputando
f9acbb9c41a974fa5fdd57e6bf85846a,1,fraude,aberto,42824,42830,143.04,tempo_excedido,aceito
d08fd4a6faa8ded70a6af3f2d51eba19,1,fraude,aberto,42899,42910,89.36,aprovado,disputando
14a031b045ef8ce4a2b6e08d1fc5623b,1,voucher_indisponivel,aberto,43239,43277,6.82,recusado,disputando
9d8422be45fb68fd2ea1e11898d8fa3d,2,erro_de_processamento,sob_analise,42843,42897,660.41,aprovado,avaliacao_manual
afd1cd812c3632816691d00b10ac9048,1,fraude,aberto,43067,43101,119.93,aprovado,avaliacao_manual
d0b07b0423d899124cb9f7f797cffd9f,1,erro_de_processamento,aberto,43102,43119,271.28,revisando,aceito
c894fad29c885c81201d9bdd80cd68c5,2,erro_de_processamento,ganho,42801,42804,253.35,revisando,aceito
d33001bff4242b0f9abf0eae4692fe54,2,fraude,aberto,42877,42921,154.22,aprovado,disputando
a9687a65efa981b3d1e10a8b437962da,2,fraude,ganho,43203,43249,68.12,recusado,aceito
da28a815dd7996590e84c9e51dec1ff4,2,fraude,sob_analise,43264,43298,125.38,recusado,avaliacao_manual
3c140d933d3475ec823f9b748ca5c49f,1,fraude,ganho,43326,43348,1381.83,aprovado,avaliacao_manual
7457d3d23917512e33d58f76c92b4508,1,fraude,ganho,42887,42916,268.45,aprovado,avaliacao_manual
794aed17c07925f8c6138132f58bacb0,2,fraude,sob_analise,43098,43152,175.77,recusado,disputando
1586faea8b5e622028bb4d1e296d5b2d,1,fraude,aberto,43190,43219,91.77,recusado,disputando
cd765bd17903ea30da9a83f9c0532d16,1,fraude,ganho,43405,43410,66.78,aprovado,aceito
771c67ea357fe4e07933ca5c28e03bed,1,erro_de_processamento,perdido,43359,43369,162.70,aprovado,avaliacao_manual
cecd9c6ae9fe969cdedf8c252eeaac73,2,fraude,aberto,43422,43432,738.57,aprovado,disputando
a6f2940cae871bfd63ea94dd5c476a62,1,mercadoria_nao_recebida,aberto,43224,43277,58.90,aprovado,disputando
2be69b19c3402f7c2ac375f252022d70,2,fraude,perdido,43204,43213,44.32,recusado,aceito
de742d420af4a6abd06276acde083ae5,1,fraude,sob_analise,43374,43395,102.87,aprovado,avaliacao_manual
89132053ebde68cc07de4c71adedb658,1,fraude,ganho,43092,43105,179.00,aprovado,avaliacao_manual
089099bac717ea03540251a8c02858b6,1,fraude,sob_analise,43136,43146,93.64,revisando,aceito
6002f1429927599498f346578f57af4b,2,fraude,aberto,42939,42977,66.47,aprovado,aceito
922162cabb84e44a2efa143dd96ef464,1,fraude,ganho,42975,42986,51.78,aprovado,aceito
5f303c97922b4eed59bca1e3b503f984,2,erro_de_processamento,ganho,43016,43020,267.60,revisando,aceito
38c173dfe3aac4bedccd485f5424609d,2,fraude,aberto,43210,43268,399.68,recusado,avaliacao_manual
47cb859a7f526319e3da0015c15c3b1f,2,fraude,sob_analise,42834,42880,362.63,tempo_excedido,avaliacao_manual
36103705d12a975b5d3355253253f7c1,1,fraude,ganho,42821,42852,106.38,aprovado,aceito
8ca43faa3b964d5ef9d833123b3b1d2e,1,fraude,ganho,42999,43048,35.84,aprovado,disputando
1b15974a0141d54e36626dca3fdc731a,1,erro_de_processamento,aberto,43291,43343,2202.40,recusado,disputando
5f2e44ea1fc61083103e1a75f61d2bdf,1,erro_de_processamento,ganho,42815,42849,328.91,recusado,avaliacao_manual
2d6714a64529023a331a4768990126b5,2,fraude,ganho,42798,42840,47.84,aprovado,avaliacao_manual
eb4e51562354587d8ccd4285d45c644a,2,fraude,ganho,42844,42879,77.68,aprovado,aceito
b041fef38844f3b487478d3c16c3ff90,2,erro_de_processamento,ganho,42761,42800,77.57,revisando,disputando
22dd3a753c65e7fcfd78f61a4ad7b32e,1,fraude,aberto,43309,43348,120.28,aprovado,avaliacao_manual
a8116350696a40046ec644f6b4f3afbc,2,fraude,ganho,42859,42892,166.29,aprovado,disputando
f7f4144d75e0bde023714f0d78420e61,1,fraude,ganho,42840,42848,101.64,aprovado,aceito
330ef0a4fda3b673b429290366ce32ca,2,fraude,aberto,43024,43056,87.47,revisando,avaliacao_manual
89da5201b61556fe114c78cf188fb1e8,1,fraude,sob_analise,42823,42878,336.83,revisando,avaliacao_manual
6fa7108940c47458d4fb891b0b6a8a21,1,fraude,sob_analise,43165,43198,108.07,tempo_excedido,disputando
dd38b886d39ef65944147719095164eb,2,fraude,ganho,43461,43469,62.98,aprovado,disputando
d1bcaad05390878b6dc5d858a720965d,2,erro_de_processamento,aberto,42765,42811,135.59,aprovado,avaliacao_manual
334b9822c2bb533789cb5cd89f1257b0,2,fraude,ganho,42913,42927,140.00,aprovado,disputando
400cc24139a5537aa97037fe4d5f3fc6,2,mercadoria_nao_recebida,perdido,43262,43296,63.27,recusado,disputando
735ad119a24ea4a9d6fbfcd9f296920a,1,fraude,ganho,43214,43222,783.62,tempo_excedido,aceito
91079b156c39889cadb92d6465aeb0fe,2,fraude,perdido,43085,43136,42.22,revisando,disputando
ab85079cf6e3ab3495bdb5dc789f8b63,2,fraude,perdido,43236,43278,146.46,aprovado,avaliacao_manual
e0353eeedba2f065dcb285de34e49f03,2,fraude,aberto,42970,42977,218.95,recusado,aceito
087e4c8f6ced94c453d434e9b2490e69,1,erro_de_processamento,ganho,42953,42966,72.05,recusado,avaliacao_manual
b51327205e6ff7ad93013ce640671e68,1,erro_de_processamento,sob_analise,42986,43040,49.92,aprovado,aceito
b3154d5a5a7c0b01993f0768a1fd4b8a,2,fraude,perdido,43283,43304,72.90,aprovado,aceito
99e953d50d17e4e1d68a655b1b3f1527,1,fraude,aberto,43083,43130,42.68,recusado,disputando
9febfb705fb0d55b97cfdf258a707227,2,fraude,perdido,43384,43416,52.05,revisando,disputando
be3f2215558f0027b83b3a51e6454c3e,1,fraude,ganho,43393,43404,480.33,aprovado,avaliacao_manual
3ae8930ee72af8e7345cc74d9845ead3,1,fraude,ganho,43079,43137,86.83,revisando,disputando
8e1424bf1830e231bfb035b447af7a93,1,fraude,aberto,43320,43334,200.31,recusado,aceito
b6c2cb2c2214d74e66ef92c726b5160d,1,erro_de_processamento,aberto,43458,43469,233.04,aprovado,disputando
9f73f9300dc3e9f8efc83f19da546881,2,fraude,ganho,43038,43040,34.86,aprovado,avaliacao_manual
3b5e83bf808e04da4aaa1241937881ee,2,fraude,aberto,43440,43474,269.25,aprovado,aceito
a584b62631198e44d1a2bedba0a15dda,2,fraude,perdido,43126,43170,335.47,aprovado,avaliacao_manual
599f88486aefa57adef7d260eb589778,1,fraude,aberto,43420,43467,29.46,aprovado,disputando
5ce986272f529d7283807d7531369a0d,2,fraude,ganho,43428,43445,70.75,aprovado,aceito
0332e2e8114f5904403029875ac75329,2,fraude,sob_analise,43296,43310,133.21,revisando,avaliacao_manual
829e9bcb88d163d9d6b6da8e8c396bbd,2,erro_de_processamento,ganho,43107,43132,84.80,recusado,disputando
7ab64f42a8f9ab290e920eed320d7e60,1,erro_de_processamento,ganho,43406,43454,76.08,tempo_excedido,disputando
ea9330e05ddad6813a35320d4d659368,1,erro_de_processamento,sob_analise,43308,43335,27.51,aprovado,avaliacao_manual
cec79ef92819a9f1f2009e1d8cf26db8,1,fraude,aberto,43129,43137,22.58,aprovado,aceito
7977a7516e5cf6cf6bf670061c886126,2,erro_de_processamento,aberto,42828,42884,129.04,aprovado,avaliacao_manual
08fa8b49ff198d1332df4668087150ed,2,fraude,ganho,43224,43241,6.59,revisando,disputando
416536d8c07c9cfd3cb14e229ec424a5,2,fraude,ganho,42759,42764,136.40,aprovado,avaliacao_manual
06911dcbbf2310bd9da4156fd3abb632,1,erro_de_processamento,ganho,42986,42998,162.06,aprovado,disputando
909d28f22490c6e78da3962ab7fd6286,1,fraude,ganho,42952,42990,64.44,recusado,aceito
5ab0d948812c5129aa5d2816e32c05fd,2,mercadoria_nao_recebida,sob_analise,43230,43248,93.13,recusado,avaliacao_manual
b6502edb6fe39f81f15fd2e42c725ed6,1,erro_de_processamento,sob_analise,42917,42943,93.30,revisando,aceito
a00de27f9585ad0dcde9842ad65a43a7,1,fraude,aberto,43376,43407,344.33,aprovado,avaliacao_manual
d360565f32ca36990e4d6e839e10877d,1,erro_de_processamento,sob_analise,43185,43222,250.40,aprovado,disputando
9969c13506326615f8edf843237baa17,1,fraude,perdido,43459,43465,231.27,tempo_excedido,aceito
4aee412a7e32769844bd23a9d6e885b7,2,fraude,perdido,43112,43153,260.58,recusado,disputando
4ff28b0bb9e2445c8ff2280678655d6c,1,fraude,sob_analise,43119,43134,153.96,aprovado,avaliacao_manual
812f070ac6102e758e95be181e29403f,1,fraude,ganho,43291,43333,61.13,aprovado,disputando
ff49c0a826a9b21b12361deec89f4a98,1,fraude,perdido,42884,42933,164.12,tempo_excedido,avaliacao_manual
fbd5e05472d96478065c44184440fe42,1,erro_de_processamento,sob_analise,43320,43346,44.23,revisando,aceito
6a98e607278ee9f5ad38602191a60843,2,erro_de_processamento,aberto,43115,43166,294.76,recusado,disputando
8fc40ab512fd704815938e379ac9c36f,2,erro_de_processamento,aberto,42801,42813,92.78,revisando,disputando
c7a7200ede6d21b5eac67705000af954,1,erro_de_processamento,ganho,42753,42794,188.37,recusado,avaliacao_manual
5d00da307fb1f170ba75e37b6ff2343d,1,erro_de_processamento,perdido,42970,43017,139.66,aprovado,avaliacao_manual
0b1225af9b8d9ead4bac8d07f4da8130,1,erro_de_processamento,ganho,43343,43357,59.81,aprovado,avaliacao_manual
8482db481fb923fa01849e765265eeef,1,erro_de_processamento,aberto,42762,42763,86.05,recusado,aceito
64f166c3f77ffed0b8f2eedba778c745,1,erro_de_processamento,aberto,43021,43038,38.01,aprovado,disputando
9abb2627b40ff1591e62553894e6b312,1,erro_de_processamento,ganho,42877,42910,127.41,tempo_excedido,avaliacao_manual
399b46458951afe483b41ead035ed9d6,2,erro_de_processamento,perdido,43340,43395,186.84,recusado,avaliacao_manual
963b6259cdd558e7e45e12f2917b6a8a,1,erro_de_processamento,ganho,42746,42775,166.59,revisando,disputando
28dc400a3035ba60273edf910c7c05f4,2,erro_de_processamento,ganho,43243,43296,34.71,recusado,aceito
74945023a969c39c770a3d73e669c5c5,2,erro_de_processamento,aberto,43254,43308,115.46,aprovado,disputando
dbcf58228a08ba02230fb4a888fb988d,1,erro_de_processamento,perdido,42787,42832,58.12,aprovado,avaliacao_manual
487be7e48ff6a4d2bbd92f6a85006ece,2,erro_de_processamento,ganho,43458,43489,207.20,aprovado,disputando
64a0069bcf4240b9246d1f9b7ed61825,2,erro_de_processamento,aberto,42982,42990,57.60,revisando,avaliacao_manual
55d599a99424bf5a0293a84f8f65a13f,2,erro_de_processamento,ganho,43317,43347,149.14,aprovado,avaliacao_manual
b6d9338eee161115391cb4c93bb1a0fc,1,erro_de_processamento,sob_analise,43242,43298,219.63,revisando,disputando
4449a71e066083e0ab4b2bd78df4c423,1,erro_de_processamento,aberto,43442,43481,103.75,aprovado,disputando
2304fd42f10881dd456928039a1ef576,2,erro_de_processamento,perdido,42836,42843,80.47,revisando,disputando
36e97c52eeec93d43615f58da623c33c,1,erro_de_processamento,aberto,43381,43439,18.38,aprovado,disputando
dc93ba4cf47339046ee8035efb73e2d4,1,erro_de_processamento,perdido,43201,43256,144.54,revisando,aceito
08dae4aaedc034ee67385e739d42d0a8,2,erro_de_processamento,perdido,43162,43220,92.85,revisando,avaliacao_manual
103ccf024ec97c46c81001a91c2faf01,1,erro_de_processamento,sob_analise,42785,42801,73.15,aprovado,avaliacao_manual
d5ba8093739265fed17f69492c65670f,2,erro_de_processamento,ganho,42740,42799,51.13,revisando,avaliacao_manual
858dc2838532d6ec487b622925f25c56,2,erro_de_processamento,ganho,42848,42896,55.00,aprovado,avaliacao_manual
3fd2328e67f3fa7eefe3738b5eccc86c,2,erro_de_processamento,perdido,42970,42975,197.58,aprovado,aceito
5525c00bfd980bae1cac46f7dcf88224,1,erro_de_processamento,sob_analise,42957,43004,87.27,aprovado,aceito
1e183518cf69a3f47a8f2de2105a1c16,1,erro_de_processamento,ganho,43218,43241,83.34,revisando,avaliacao_manual
1ec5c99642df4c4c2469179b48e0343b,1,erro_de_processamento,sob_analise,43153,43189,53.96,aprovado,disputando
ecacbdf9dd9ba3bb85ace7edb81d157c,2,erro_de_processamento,perdido,43126,43158,240.10,recusado,avaliacao_manual
eb3380fa24705b5a44ac256335e66f9f,1,erro_de_processamento,sob_analise,42875,42899,115.37,recusado,disputando
98186ac94b684b11197ecc327e9865ad,2,erro_de_processamento,sob_analise,43073,43098,50.50,revisando,disputando
98c398503085e37d1c5da3e29980ee25,1,erro_de_processamento,ganho,42817,42862,234.79,tempo_excedido,aceito
4103cb8c02ddae6eff9f233ba22ae0ad,2,erro_de_processamento,perdido,43326,43354,25.09,aprovado,disputando
149527456e31a9346b43cf61e5910f2b,1,erro_de_processamento,ganho,43109,43128,133.25,aprovado,aceito
df450661c1fd00e751bfcdff57c91082,1,erro_de_processamento,aberto,42917,42924,308.64,aprovado,avaliacao_manual
005059edee63c8c708ba61910793b31b,1,erro_de_processamento,sob_analise,43315,43359,219.78,recusado,aceito
093e91ac900104e2f587ff8d020447aa,2,erro_de_processamento,perdido,43279,43337,450.16,aprovado,disputando
d57d9345daadd30b1ce4c22c40250583,2,erro_de_processamento,ganho,43109,43150,46.78,aprovado,disputando
2929e8208718655c26082e7331ef49e4,1,erro_de_processamento,perdido,42766,42783,87.10,revisando,disputando
aa78679c9f61a2896e5fe26761b6a8bf,1,erro_de_processamento,aberto,42932,42934,96.26,aprovado,avaliacao_manual
0df3ae9792cce9ed0f0c9b95be40b8ef,2,erro_de_processamento,sob_analise,43342,43358,29.75,recusado,aceito
f6aed65c2ae30760c5c950f95d1c124f,2,erro_de_processamento,ganho,43123,43162,178.52,aprovado,avaliacao_manual
d71ab635f3b4f2f570959c702bafd4b4,2,erro_de_processamento,perdido,42746,42764,62.37,aprovado,aceito
2894cc15228a7127f78cb41017091b4c,1,erro_de_processamento,aberto,43195,43234,111.92,aprovado,avaliacao_manual
a14173b7936139e28cd1aa620eada598,2,erro_de_processamento,perdido,43317,43318,103.26,aprovado,avaliacao_manual
6d202b521fc871b25823b671584c514b,1,erro_de_processamento,ganho,43316,43319,38.01,revisando,disputando
b1ff76b779af8040fa4c9f78afe180a9,2,erro_de_processamento,aberto,43251,43272,361.76,aprovado,avaliacao_manual
d87a96586b2257de297aa1added6124b,1,erro_de_processamento,sob_analise,43123,43153,197.70,aprovado,avaliacao_manual
3b36d8fb1fff95b2dbbdf1c90c944494,2,erro_de_processamento,aberto,42848,42859,219.28,tempo_excedido,aceito
9e10abcef882f49dc69054c4b9f001b7,2,erro_de_processamento,ganho,42816,42838,170.29,tempo_excedido,avaliacao_manual
c290bbb6c874ec2f6b428b6fe1f1887b,2,erro_de_processamento,aberto,43275,43322,90.49,tempo_excedido,disputando
a2f4f3306fea53180f55b6bb37d63647,2,erro_de_processamento,aberto,43174,43231,136.08,revisando,avaliacao_manual
19dec7b3d6fb0a5d9407f7274da21398,2,erro_de_processamento,perdido,43322,43347,1488.14,tempo_excedido,aceito
c9c9e0b5e174e13426bc9daf1372bcef,1,erro_de_processamento,aberto,43330,43333,38.27,aprovado,aceito
f6de04d6952711ce456cf1a8d553d313,2,erro_de_processamento,aberto,43225,43255,33.69,revisando,avaliacao_manual
43df08b645b3c5d452c2b73461c3259c,2,erro_de_processamento,sob_analise,43438,43462,68.55,recusado,avaliacao_manual
16e9aa07e3c0747d339a73bf9c1d275d,2,erro_de_processamento,ganho,42781,42826,68.08,aprovado,aceito
04b23c68df88327f687ea03eb2f34d7e,1,erro_de_processamento,ganho,43192,43228,67.30,aprovado,disputando
82daed31f80350ce51f518369a8d181c,2,erro_de_processamento,sob_analise,43299,43322,96.88,aprovado,avaliacao_manual
ca98afe572ee9754ef0cd28c6b97758a,1,erro_de_processamento,ganho,43445,43499,220.74,aprovado,disputando
bcdac90f7e0226cd65358da9bc6ead9a,2,erro_de_processamento,ganho,42849,42857,69.73,aprovado,disputando
76098ff18bad7555c2d85340e82b8941,2,erro_de_processamento,aberto,42773,42827,37.31,aprovado,avaliacao_manual
8eced972d00b63def0bbacb928d0a52c,1,erro_de_processamento,aberto,43418,43422,48.54,revisando,disputando
710f37eedfb2fb87e94a613ba119a086,2,erro_de_processamento,sob_analise,43038,43088,492.08,revisando,aceito
38df34f6963826eaf92a536dff64393a,1,erro_de_processamento,sob_analise,43191,43230,16.29,recusado,disputando
8556edd77123b5e04862b951269eabed,1,erro_de_processamento,ganho,42906,42949,206.47,revisando,aceito
fd3114978747f92401511144ba65a631,2,erro_de_processamento,ganho,42761,42792,1061.76,aprovado,avaliacao_manual
38ea876db54669e7e86dc8c79049b795,1,erro_de_processamento,sob_analise,43429,43458,48.30,revisando,disputando
192fa3a13695ed2ce3bb341e3313d69d,2,erro_de_processamento,aberto,42833,42892,147.15,recusado,aceito
7243abbcc141cf4109c70f6bfbd736ca,2,erro_de_processamento,aberto,42963,42999,73.62,aprovado,aceito
fb216ce0d45ab76957e7bb2cf19cbac8,1,erro_de_processamento,ganho,43362,43375,128.18,aprovado,avaliacao_manual
ded5e63ba387dee72a94cc313a39b536,1,erro_de_processamento,sob_analise,43176,43217,291.83,aprovado,disputando
4574f007160b73672228b5b6b27f8b92,1,erro_de_processamento,ganho,42993,43002,43.13,aprovado,aceito
f6ab90c0e570240a38a460dd93384e73,1,erro_de_processamento,aberto,42975,43030,203.13,aprovado,aceito
1e62c84c858e09d44e8612fd6efeeb32,2,erro_de_processamento,ganho,42807,42828,250.84,aprovado,avaliacao_manual
9dc19c953a97c92383ff95f54cabe58a,2,erro_de_processamento,perdido,42741,42792,45.68,aprovado,disputando
b8fdf0a70040d5461adca8f95ba4171a,1,erro_de_processamento,aberto,42771,42774,107.78,aprovado,disputando
a7d16178d0bd9c68a2ad17d3f7b15238,2,erro_de_processamento,sob_analise,42787,42812,86.58,revisando,aceito
574b55f36546f8673e31a60365b5da3a,2,erro_de_processamento,perdido,43312,43337,39.24,aprovado,disputando
a709ecb248c71e8b541f253c40ee8be3,2,erro_de_processamento,sob_analise,42957,42969,41.51,aprovado,disputando
c5715ae9ef034f7036a9de7a5e9d858b,2,erro_de_processamento,ganho,43271,43300,320.54,recusado,disputando
41f02d9998aea7e212e8917bf2649cce,1,erro_de_processamento,aberto,42820,42831,37.53,revisando,disputando
a589caa6892ceacc6bbf2f8cc30a8ad4,1,erro_de_processamento,ganho,43178,43230,140.20,aprovado,disputando
d9aefa5d4ccd369c783f5121e069a470,2,erro_de_processamento,aberto,42834,42845,69.90,revisando,disputando
1f308a202c015c950d2a8562bcad7903,1,erro_de_processamento,perdido,43384,43433,97.20,aprovado,disputando
890f778e65429f5466787ff91cda177b,1,erro_de_processamento,ganho,42906,42932,191.00,aprovado,aceito
470d06109882a6e13eccc99f24dce797,1,erro_de_processamento,ganho,43148,43201,165.30,aprovado,aceito
309e5b4e4cb2a41a8cfd43a88716b88e,2,erro_de_processamento,ganho,43249,43263,55.50,recusado,disputando
cfe5da8247941458984d84fbdfa91a10,2,erro_de_processamento,ganho,43117,43133,173.68,aprovado,disputando
5ab00c62f565cf0916a6fc76adf016ad,2,erro_de_processamento,sob_analise,43411,43467,97.71,recusado,avaliacao_manual
271cf6fbd3f70026fc60ccf8139f8a2a,1,voucher_indisponivel,perdido,43436,43446,20.00,aprovado,aceito
e8b190298e9df363a6c2f7509dd413fb,2,erro_de_processamento,perdido,43302,43333,164.94,tempo_excedido,avaliacao_manual
becacb74a2852573d3b095348a9da1ed,2,erro_de_processamento,sob_analise,43110,43141,75.25,aprovado,aceito
52dbb0b466455091f16336d2774c70f2,1,erro_de_processamento,perdido,43014,43050,73.38,aprovado,avaliacao_manual
019c4b64cf3d733807ef5bc8bcf6d123,2,erro_de_processamento,ganho,43401,43411,267.99,recusado,avaliacao_manual
a76350c88470281e23e8fb2a32fecd2e,2,erro_de_processamento,ganho,43081,43107,86.80,recusado,avaliacao_manual
bda48a4ac6c3da5a90069adfc818311a,1,erro_de_processamento,sob_analise,42763,42783,74.93,aprovado,aceito
f1fbc76b5a7cfbf5170cba46cbc93c24,1,erro_de_processamento,aberto,43195,43239,163.92,revisando,aceito
074eec999695249a1f80e3c7ea1aab01,1,erro_de_processamento,aberto,43409,43418,182.60,tempo_excedido,disputando
87218c61d4b05c0bc1b4f0872218a3c8,2,erro_de_processamento,aberto,42754,42769,63.00,aprovado,aceito
988a21449c85e5aab93c446596246149,2,erro_de_processamento,ganho,43365,43374,264.20,revisando,aceito
681a34bb485c77196838976dbbbdf8d7,2,erro_de_processamento,sob_analise,43322,43329,257.04,recusado,aceito
65c6c6e3397b02121a0a14f07514612c,1,erro_de_processamento,sob_analise,42795,42821,57.06,aprovado,aceito
d11dabeea9817f9d7233bf03790d2f25,1,erro_de_processamento,perdido,43320,43344,105.28,aprovado,disputando
ad01d61ec53a43d200f359c11347316f,2,erro_de_processamento,sob_analise,43070,43082,40.21,recusado,disputando
192de94c5d82086caf648552314731ad,2,erro_de_processamento,sob_analise,42804,42824,86.58,aprovado,aceito
00998f38df3012359ef195ca75ebb329,1,erro_de_processamento,aberto,42811,42867,143.24,aprovado,avaliacao_manual
ce6f7cfee3b870cc82e566f67a88a00f,1,erro_de_processamento,aberto,42872,42886,44.62,aprovado,avaliacao_manual
15d19cc3fdb1b3bdea39f23b8f3a7a11,1,erro_de_processamento,ganho,42954,42976,141.44,tempo_excedido,aceito
c7068b2d09a51ca53dd0a06c2526be34,1,erro_de_processamento,ganho,42811,42827,102.53,aprovado,disputando
c361406c8d2eccd0d8ba53309bca045e,2,erro_de_processamento,ganho,43364,43393,52.18,revisando,avaliacao_manual
